Event	Time	X	Y	POL
1922	1067070 ns	56	123	0
1923	1067947 ns	181	6	0
1924	1068072 ns	27	151	1
1925	1068301 ns	107	217	1
1926	1068436 ns	14	106	0
1927	1068844 ns	186	210	0
1928	1069735 ns	198	140	0
1929	1070605 ns	102	65	0
1930	1070725 ns	9	120	1
1931	1071389 ns	130	158	0
1932	1072285 ns	143	149	1
1933	1072847 ns	33	182	0
1934	1073478 ns	192	136	0
1935	1074237 ns	299	97	0
1936	1074689 ns	141	29	1
1937	1075311 ns	263	88	0
1938	1075575 ns	193	160	1
1939	1075999 ns	57	211	1
1940	1076827 ns	49	196	0
1941	1077521 ns	254	26	0
1942	1078247 ns	250	235	1
1943	1078641 ns	274	222	0
1944	1079129 ns	129	88	1
1945	1079959 ns	26	25	1
1946	1080828 ns	57	38	1
1947	1081529 ns	91	206	0
1948	1081727 ns	43	85	1
1949	1082374 ns	279	67	1
1950	1082539 ns	196	157	0
1951	1083521 ns	206	88	1
1952	1084343 ns	217	92	0
1953	1084813 ns	165	230	0
1954	1085711 ns	44	184	0
1955	1086386 ns	184	32	1
1956	1086728 ns	152	83	1
1957	1087381 ns	56	153	1
1958	1087942 ns	65	132	0
1959	1088687 ns	250	6	0
1960	1089144 ns	266	72	1
1961	1089698 ns	147	176	1
1962	1089871 ns	148	135	0
1963	1090797 ns	217	118	0
1964	1091713 ns	39	69	1
1965	1092525 ns	95	80	1
1966	1092739 ns	174	160	1
1967	1092840 ns	117	148	1
1968	1093013 ns	42	62	1
1969	1093516 ns	40	85	0
1970	1093856 ns	260	19	0
1971	1094807 ns	18	33	1
1972	1095094 ns	172	164	1
1973	1095223 ns	175	43	1
1974	1095467 ns	243	127	1
1975	1096267 ns	32	103	0
1976	1096867 ns	276	143	1
1977	1097084 ns	245	74	0
1978	1097566 ns	271	83	1
1979	1097914 ns	63	144	0
1980	1098717 ns	215	172	1
1981	1098931 ns	263	142	0
1982	1099367 ns	82	155	0
1983	1100043 ns	36	69	0
1984	1100861 ns	179	18	0
1985	1101367 ns	192	143	1
1986	1102018 ns	23	123	1
1987	1102215 ns	116	91	0
1988	1102882 ns	22	206	0
1989	1103860 ns	200	152	0
1990	1104377 ns	60	132	1
1991	1104805 ns	268	75	1
1992	1105379 ns	102	180	0
1993	1105594 ns	223	140	1
1994	1106039 ns	188	15	0
1995	1106871 ns	82	173	0
1996	1107032 ns	7	174	0
1997	1107555 ns	13	151	0
1998	1107970 ns	10	199	0
1999	1108172 ns	179	87	0
2000	1108533 ns	195	222	1
2001	1108967 ns	5	179	0
2002	1109178 ns	39	18	1
2003	1109928 ns	104	175	0
2004	1110518 ns	112	195	1
2005	1110959 ns	4	141	1
2006	1111145 ns	186	0	0
2007	1112105 ns	219	82	1
2008	1112847 ns	284	64	0
2009	1113104 ns	63	113	0
2010	1113399 ns	221	98	1
2011	1114045 ns	54	107	0
2012	1114784 ns	165	225	1
2013	1115131 ns	82	78	0
2014	1115438 ns	277	49	1
2015	1116207 ns	255	26	1
2016	1117103 ns	141	178	1
2017	1117973 ns	22	236	0
2018	1118818 ns	171	156	1
2019	1119355 ns	244	1	1
2020	1119922 ns	59	69	0
2021	1120513 ns	34	149	1
2022	1121177 ns	0	146	1
2023	1121941 ns	58	163	0
2024	1122194 ns	298	74	1
2025	1122761 ns	241	167	1
2026	1123258 ns	61	29	0
2027	1123617 ns	140	96	0
2028	1123920 ns	29	126	0
2029	1124629 ns	85	11	1
2030	1125132 ns	22	94	1
2031	1125629 ns	59	154	1
2032	1126136 ns	70	20	1
2033	1126716 ns	291	103	1
2034	1127009 ns	250	174	0
2035	1127703 ns	77	43	1
2036	1128317 ns	18	127	0
2037	1128594 ns	225	171	1
2038	1129179 ns	152	87	1
2039	1129300 ns	149	91	1
2040	1130120 ns	102	184	0
2041	1130636 ns	160	26	1
2042	1130983 ns	191	204	0
2043	1131170 ns	135	91	0
2044	1131504 ns	194	51	0
2045	1132415 ns	165	154	0
2046	1133370 ns	22	48	1
2047	1133850 ns	180	58	1
2048	1134627 ns	70	206	1
